party,post_id,shares,likes,total_interactions,ad_group
AfD,570893299597210_2474897415863446,11,39,84,not sponsored
AfD,570893299597210_2476793075673880,20,57,99,not sponsored
AfD,570893299597210_2484596901560164,18,173,208,not sponsored
AfD,570893299597210_2479943532025501,26,120,156,not sponsored
AfD,570893299597210_2484317148254806,23,32,161,not sponsored
AfD,570893299597210_2476204492399405,29,24,159,not sponsored
AfD,570893299597210_2479519752067879,10,47,61,not sponsored
AfD,570893299597210_2471673199519201,4,17,48,not sponsored
AfD,570893299597210_2458918287461359,13,100,136,not sponsored
AfD,570893299597210_2486231474730040,83,307,421,not sponsored
AfD,570893299597210_2481012685251919,11,53,91,not sponsored
AfD,570893299597210_2476434759043045,10,32,48,not sponsored
AfD,570893299597210_2473569609329560,20,216,275,not sponsored
AfD,570893299597210_2454552141231307,3,19,39,not sponsored
AfD,570893299597210_2471873049499216,19,64,100,not sponsored
AfD,570893299597210_2465107736842414,24,77,151,not sponsored
AfD,570893299597210_2469915966361591,11,32,86,not sponsored
AfD,570893299597210_2471419036211284,10,24,113,not sponsored
AfD,570893299597210_2469682949718226,36,24,139,not sponsored
AfD,570893299597210_2473102699376251,75,54,310,not sponsored
AfD,570893299597210_2467126793307175,12,69,82,not sponsored
AfD,570893299597210_2462007413819113,15,88,118,not sponsored
AfD,570893299597210_2470290032990851,11,56,79,not sponsored
AfD,570893299597210_2474153305937857,78,152,261,not sponsored
AfD,570893299597210_2463905160296005,27,24,172,not sponsored
AfD,570893299597210_2468355819850939,10,19,76,not sponsored
AfD,570893299597210_2463652390321282,40,59,115,not sponsored
AfD,570893299597210_2465254913494363,6,27,49,not sponsored
AfD,570893299597210_2463464110340110,15,39,108,not sponsored
AfD,570893299597210_2460849380601583,9,30,110,not sponsored
AfD,570893299597210_2465574710129050,6,77,95,not sponsored
AfD,570893299597210_2455824464437408,25,97,132,not sponsored
AfD,570893299597210_2465782893441565,9,22,34,not sponsored
AfD,570893299597210_2459157037437484,7,53,64,not sponsored
AfD,570893299597210_2460479370638584,2,37,40,not sponsored
AfD,570893299597210_2462376970448824,1,38,60,not sponsored
AfD,570893299597210_2442090139144174,29,76,156,not sponsored
AfD,570893299597210_2457131217640066,39,116,184,not sponsored
AfD,570893299597210_2453037344716120,2,30,42,not sponsored
AfD,570893299597210_2458612190825302,20,78,150,not sponsored
AfD,570893299597210_2459408244079030,5,53,61,not sponsored
AfD,570893299597210_2446334115386443,30,44,199,not sponsored
AfD,570893299597210_2460151717338016,29,95,146,not sponsored
AfD,570893299597210_2450851554934699,33,280,366,not sponsored
AfD,570893299597210_2454360917917096,24,79,132,not sponsored
AfD,570893299597210_2444837582202763,10,35,60,not sponsored
AfD,570893299597210_2438312956188559,23,61,107,not sponsored
AfD,570893299597210_2457724430914078,14,75,100,not sponsored
AfD,570893299597210_2454138394606015,45,160,252,not sponsored
AfD,570893299597210_2452657591420762,24,22,143,not sponsored
AfD,570893299597210_2455556734464181,2,35,42,not sponsored
AfD,570893299597210_2449814205038434,18,60,89,not sponsored
AfD,570893299597210_2449346068418581,47,80,247,not sponsored
AfD,570893299597210_2454066494613205,8,50,64,not sponsored
AfD,570893299597210_2442365845783270,20,15,121,not sponsored
AfD,570893299597210_2452325881453933,13,54,102,not sponsored
AfD,570893299597210_2451462174873637,27,64,114,not sponsored
AfD,570893299597210_2443719122314609,10,37,72,not sponsored
AfD,570893299597210_2448057998547388,11,39,54,not sponsored
AfD,570893299597210_2449636538389534,4,51,68,not sponsored
AfD,570893299597210_2434204939932694,26,24,153,not sponsored
AfD,570893299597210_2448403465179508,10,97,123,not sponsored
AfD,570893299597210_2445378102148711,17,46,291,not sponsored
AfD,570893299597210_2441860249167163,8,30,41,not sponsored
AfD,570893299597210_2447815541904967,12,33,71,not sponsored
AfD,570893299597210_2446933805326474,4,26,31,not sponsored
AfD,570893299597210_2425213517498503,10,64,79,not sponsored
AfD,570893299597210_2432202276799627,25,11,109,not sponsored
AfD,570893299597210_2439280859425102,11,43,95,not sponsored
AfD,570893299597210_2432580040095184,22,145,182,not sponsored
AfD,570893299597210_2436929419660246,30,193,319,not sponsored
AfD,570893299597210_2443354985684356,8,30,287,not sponsored
AfD,570893299597210_2436642406355614,4,46,52,not sponsored
AfD,570893299597210_2439640572722464,14,18,149,not sponsored
AfD,570893299597210_2437187089634479,15,40,83,not sponsored
AfD,570893299597210_2435429073143614,0,20,20,not sponsored
AfD,570893299597210_2439910372695484,40,20,136,not sponsored
AfD,570893299597210_2435678593118662,113,77,398,not sponsored
AfD,570893299597210_2428195730533615,14,40,94,not sponsored
AfD,570893299597210_2440857839267404,0,11,12,not sponsored
AfD,570893299597210_2434465703239951,5,9,68,not sponsored
AfD,570893299597210_2437992072887314,28,194,250,not sponsored
AfD,570893299597210_2433880816631773,46,157,293,not sponsored
AfD,570893299597210_2427718203914701,14,14,98,not sponsored
AfD,570893299597210_2426413387378516,7,34,61,not sponsored
AfD,570893299597210_2432910493395472,17,13,86,not sponsored
AfD,570893299597210_2423034047716450,31,21,145,not sponsored
AfD,570893299597210_2438169189536269,42,109,243,not sponsored
AfD,570893299597210_2429439493742572,3,19,32,not sponsored
AfD,570893299597210_2429228977096957,30,81,190,not sponsored
AfD,570893299597210_2431123970240791,2,39,45,not sponsored
AfD,570893299597210_2424670004219521,15,34,95,not sponsored
AfD,570893299597210_2430862936933561,19,127,166,not sponsored
AfD,570893299597210_2431370376882817,9,79,100,not sponsored
AfD,570893299597210_2423705227649332,25,55,132,not sponsored
AfD,570893299597210_2423344864352035,12,104,184,not sponsored
AfD,570893299597210_2426556764030845,22,30,112,not sponsored
AfD,222005461272345_406853326762491,0,0,0,not sponsored
AfD,222005461272345_1400908590048687,46,142,227,not sponsored
AfD,222005461272345_1394913453981534,21,228,292,not sponsored
AfD,222005461272345_1422304177909128,63,127,328,not sponsored
AfD,222005461272345_1421601587979387,193,168,494,not sponsored
AfD,222005461272345_1421233868016159,61,261,348,not sponsored
AfD,222005461272345_1419502308189315,97,298,437,not sponsored
AfD,222005461272345_1419996278139918,19,51,74,not sponsored
AfD,222005461272345_1420002421472637,11,65,76,not sponsored
AfD,222005461272345_1418351981637681,56,236,320,not sponsored
AfD,222005461272345_1420011608138385,7,100,119,not sponsored
AfD,222005461272345_1384566701682876,12,83,107,not sponsored
AfD,222005461272345_1383048158501397,3,20,23,not sponsored
AfD,222005461272345_1416886811784198,5,90,102,not sponsored
AfD,222005461272345_1381153072024239,20,178,211,not sponsored
AfD,222005461272345_1414220832050796,40,145,190,not sponsored
AfD,222005461272345_1410629585743254,56,188,274,not sponsored
AfD,222005461272345_1377077832431763,69,74,188,not sponsored
AfD,222005461272345_1411745478964998,84,95,216,not sponsored
AfD,222005461272345_1412459868893559,52,144,296,not sponsored
AfD,222005461272345_1408954725910740,106,164,326,not sponsored
AfD,222005461272345_1408644769275069,312,216,710,not sponsored
AfD,222005461272345_1406786182794261,14,45,92,not sponsored
AfD,222005461272345_1406299639509582,64,55,324,not sponsored
AfD,222005461272345_1406785429461003,88,186,401,not sponsored
AfD,222005461272345_1405772072895672,118,93,470,not sponsored
AfD,222005461272345_1369074669898746,71,172,263,not sponsored
AfD,222005461272345_1405476649591881,42,35,290,not sponsored
AfD,222005461272345_1407418406064372,10,123,139,not sponsored
AfD,222005461272345_2307718565952197,0,0,0,not sponsored
AfD,222005461272345_1405252526280960,156,214,567,not sponsored
AfD,222005461272345_1403785183094361,12,44,67,not sponsored
AfD,222005461272345_1403361979803348,113,91,393,not sponsored
AfD,222005461272345_1401274056678807,5,49,55,not sponsored
AfD,222005461272345_1401890083283871,78,402,516,not sponsored
AfD,222005461272345_1404455446360668,37,108,148,not sponsored
AfD,222005461272345_1362006337272246,0,13,13,not sponsored
AfD,222005461272345_1398435176962695,30,204,288,not sponsored
AfD,222005461272345_1692821690861208,0,0,0,not sponsored
AfD,222005461272345_1399037960235750,9,55,77,not sponsored
AfD,222005461272345_1399214946884718,59,71,148,not sponsored
AfD,222005461272345_1397918570347689,66,130,244,not sponsored
AfD,222005461272345_353763058601384,0,0,0,not sponsored
AfD,222005461272345_279706739641912,0,0,0,not sponsored
AfD,222005461272345_1397002313772648,33,67,132,not sponsored
AfD,222005461272345_1391563964316483,33,82,174,not sponsored
AfD,222005461272345_1393558174117062,28,92,120,not sponsored
AfD,222005461272345_1393458444127035,30,193,252,not sponsored
AfD,222005461272345_1392339167572296,7,53,75,not sponsored
AfD,222005461272345_1391039281035618,29,158,203,not sponsored
AfD,222005461272345_1394236577382555,36,45,111,not sponsored
AfD,222005461272345_1391558190983727,419,109,902,not sponsored
AfD,222005461272345_1386773884795491,35,63,133,not sponsored
AfD,222005461272345_1387125374760342,0,35,37,not sponsored
AfD,222005461272345_1386401914832688,2,43,47,not sponsored
AfD,222005461272345_1386297821509764,34,50,86,not sponsored
AfD,222005461272345_346121466257636,0,0,0,not sponsored
AfD,222005461272345_1423851261087753,36,61,100,not sponsored
AfD,222005461272345_1390095157796697,125,190,341,not sponsored
AfD,222005461272345_1383990038407209,2,21,23,not sponsored
AfD,222005461272345_1383667561772790,5,24,29,not sponsored
AfD,222005461272345_1383990645073815,2,30,32,not sponsored
AfD,222005461272345_1383758651763681,8,30,57,not sponsored
AfD,222005461272345_1381320625340817,16,93,132,not sponsored
AfD,222005461272345_1382470851892461,7,38,47,not sponsored
AfD,222005461272345_1384332685039611,12,36,51,not sponsored
AfD,222005461272345_1383125898493623,29,75,111,not sponsored
AfD,222005461272345_1383035808502632,4,30,35,not sponsored
AfD,222005461272345_1382481611891385,33,93,139,not sponsored
AfD,222005461272345_1383990291740517,1,32,33,not sponsored
AfD,222005461272345_1380098885462991,10,120,146,not sponsored
AfD,222005461272345_1383776368428576,132,167,311,not sponsored
AfD,222005461272345_1377788822360664,10,70,93,not sponsored
AfD,222005461272345_1380099165462963,8,57,66,not sponsored
AfD,222005461272345_1380099355462944,4,83,92,not sponsored
AfD,222005461272345_1378115702327976,4,16,24,not sponsored
AfD,222005461272345_1380096688796544,22,162,202,not sponsored
AfD,222005461272345_1377853422354204,10,37,54,not sponsored
AfD,222005461272345_1372642912875255,26,33,154,not sponsored
AfD,222005461272345_1373576626115217,3,23,36,not sponsored
AfD,222005461272345_1367308733408673,113,118,282,not sponsored
AfD,222005461272345_1374125846060295,68,147,225,not sponsored
AfD,222005461272345_1368837246589155,30,185,320,not sponsored
AfD,222005461272345_1410792802393599,0,40,44,not sponsored
AfD,222005461272345_1372057512933795,29,84,162,not sponsored
AfD,222005461272345_1370474646425415,6,9,44,not sponsored
AfD,222005461272345_1368557423283804,4,58,63,not sponsored
AfD,222005461272345_1371423749663838,18,94,122,not sponsored
AfD,222005461272345_1364074183732128,37,104,152,not sponsored
AfD,222005461272345_1368558476617032,31,65,158,not sponsored
AfD,222005461272345_1364073697065510,2,29,31,not sponsored
AfD,222005461272345_1369427603196786,9,37,58,not sponsored
AfD,222005461272345_1367629243376622,51,110,203,not sponsored
AfD,222005461272345_1360894630716750,23,94,146,not sponsored
AfD,222005461272345_1367251986747681,110,250,388,not sponsored
AfD,222005461272345_1406689212803958,45,69,193,not sponsored
AfD,222005461272345_1366832106789669,34,163,215,not sponsored
AfD,222005461272345_1366092606863619,231,89,412,not sponsored
AfD,222005461272345_1360896934049853,41,125,173,not sponsored
AfD,222005461272345_1363090233830523,45,55,181,not sponsored
AfD,222005461272345_1364075853731961,7,37,44,not sponsored
AfD,222005461272345_1364369527035927,50,122,228,not sponsored
AfD,222005461272345_1364072257065654,4,70,76,not sponsored
AfD,222005461272345_1362004137272466,73,109,219,not sponsored
AfD,162707793881819_1375991672553419,4,14,20,not sponsored
AfD,162707793881819_1371327433019843,64,81,161,not sponsored
AfD,162707793881819_1377362305749689,263,61,1320,not sponsored
AfD,162707793881819_1377243642428222,15,93,114,not sponsored
AfD,162707793881819_1377320795753840,154,206,405,not sponsored
AfD,162707793881819_1377242215761698,15,14,39,not sponsored
AfD,162707793881819_1376620959157157,460,65,828,not sponsored
AfD,162707793881819_1376320595853860,14,22,50,not sponsored
AfD,162707793881819_1379146398904613,13,55,78,not sponsored
AfD,162707793881819_1375515569267696,129,100,457,not sponsored
AfD,162707793881819_1379135735572346,17,40,70,not sponsored
AfD,162707793881819_1376338872518699,17,26,93,not sponsored
AfD,162707793881819_1376243695861550,6,16,82,not sponsored
AfD,162707793881819_1377533209065932,83,247,402,not sponsored
AfD,162707793881819_1373653259453927,3,25,33,not sponsored
AfD,162707793881819_1374842689334984,3,22,30,not sponsored
AfD,162707793881819_1369543009864952,254,146,478,not sponsored
AfD,162707793881819_1377291642423422,43,13,173,not sponsored
AfD,162707793881819_1375509795934940,10,168,202,not sponsored
AfD,162707793881819_1376089785876941,80,499,650,not sponsored
AfD,162707793881819_1375267535959166,3,23,27,not sponsored
AfD,162707793881819_1375743185911601,9,68,84,not sponsored
AfD,162707793881819_1372980172854569,2,22,25,not sponsored
AfD,162707793881819_1373112826174637,9,111,131,not sponsored
AfD,162707793881819_1373789509440302,11,61,138,not sponsored
AfD,162707793881819_1373103152842271,15,32,104,not sponsored
AfD,162707793881819_1373174562835130,33,52,204,not sponsored
AfD,162707793881819_1373280229491230,12,47,68,not sponsored
AfD,162707793881819_1372350556250864,0,5,6,not sponsored
AfD,162707793881819_1373108096175110,17,146,207,not sponsored
AfD,162707793881819_1373037296182190,17,10,59,not sponsored
AfD,162707793881819_1372974842855102,63,192,398,not sponsored
AfD,162707793881819_1372984766187443,17,20,69,not sponsored
AfD,162707793881819_1372249622927624,5,79,86,not sponsored
AfD,162707793881819_1373121599507093,7,66,74,not sponsored
AfD,162707793881819_1372975049521748,24,31,125,not sponsored
AfD,162707793881819_1372340289585224,15,91,120,not sponsored
AfD,162707793881819_1371445879674665,2,47,51,not sponsored
AfD,162707793881819_1373024962850090,23,36,136,not sponsored
AfD,162707793881819_1372350016250918,57,94,163,low
AfD,162707793881819_1371423086343611,158,165,467,not sponsored
AfD,162707793881819_1372213419597911,54,136,303,not sponsored
AfD,162707793881819_1372351829584070,3,18,21,not sponsored
AfD,162707793881819_1372404649578788,4,20,26,not sponsored
AfD,162707793881819_1372886952863891,4,29,33,not sponsored
AfD,162707793881819_1372344639584789,1,8,9,not sponsored
AfD,162707793881819_1370556443096942,2,11,17,not sponsored
AfD,162707793881819_1370550509764202,37,197,256,not sponsored
AfD,162707793881819_1373041346181785,4,124,136,not sponsored
AfD,162707793881819_1372390009580252,5,24,30,not sponsored
AfD,162707793881819_1370511669768086,1700,24,1872,not sponsored
AfD,162707793881819_1371447659674487,23,37,153,not sponsored
AfD,162707793881819_1371349696350950,13,61,109,not sponsored
AfD,162707793881819_1372263609592892,14,77,117,not sponsored
AfD,162707793881819_1372260296259890,4,28,33,not sponsored
AfD,162707793881819_1371120023040584,3,24,28,not sponsored
AfD,162707793881819_1372239692928617,2,29,33,not sponsored
AfD,162707793881819_1372721692880417,17,121,147,not sponsored
AfD,162707793881819_1369765893175997,34,34,72,not sponsored
AfD,162707793881819_1370602586425661,62,363,460,not sponsored
AfD,162707793881819_368445340453993,0,0,0,not sponsored
AfD,162707793881819_1368591879960065,60,192,303,not sponsored
AfD,162707793881819_1364446710374582,4,44,48,not sponsored
AfD,162707793881819_1369804866505433,95,214,346,low
